recurrence_order,tap_value,reflected_value,matrix_order,global_antiperiod_h,gcd_matrix_with_order,gcd_matrix_with_value,gcd_matrix_with_order_plus_value,v2_matrix_order,k_divides_matrix_order,v_divides_matrix_order,k_plus_v_divides_matrix_order
99,20,79,861083017727117506779748919841170215995289760,,1,20,1,5,False,True,False
99,21,78,7412080755407352,,3,3,24,3,False,False,False
99,22,77,34606,,11,22,121,1,False,True,True
99,23,76,391119991042085642017766855017681575253002320,,11,23,2,4,False,True,False
99,24,75,847288609440,,3,24,123,5,False,True,True
99,25,74,85896253455335221839410188294270212117017920333,,1,1,1,0,False,False,False
99,26,73,8739952529032845405659953475173030795489448,,11,26,1,3,False,True,False
99,27,72,797157,,9,9,9,0,False,False,False
99,28,71,320252463731082661024208244258831570560,,1,4,1,7,False,False,False
99,29,70,76352225293631308301697945150462410770682595848,,1,1,8,3,False,False,False
99,30,69,276766998375648,,33,6,3,5,False,False,False
99,31,68,8764028922464812831180521782767084864596800,,11,1,130,6,False,False,True
99,32,67,13785818455793939165185000982892284681929342640,,1,16,1,4,False,False,False
99,33,66,429,,33,33,33,0,False,True,False
99,34,65,724668521321066129616763987582434293832280,,11,2,1,3,False,False,False
99,35,64,22725354121361272694697158036823704,,11,1,2,3,False,False,False
99,36,63,261360,,99,36,135,4,True,True,True
99,37,62,9190545637196361184463641545888993889063645784,,1,1,8,3,False,False,False
99,38,61,57264168970223481226273458862846808078011946888,,1,2,1,3,False,False,False
99,39,60,151587634852896,,33,3,6,5,False,False,False
99,40,59,7158020954993002062145018627262239527564902720,,1,40,1,6,False,True,False
99,41,58,8728407017105499569873950978434754329478160,,1,1,140,4,False,False,True
99,42,57,617673396283944,,33,42,3,3,False,True,False
99,43,56,488038323405310336400493527913104384721250760,,11,1,2,3,False,False,False
99,44,55,72160,,11,44,11,5,False,True,False
99,45,54,87120,,99,45,144,4,True,True,True
99,46,53,132374114115991185399581628092576436077129360,,1,2,145,4,False,False,True
99,47,52,208093716268336835660856271701718952466320,,1,1,146,4,False,False,True
99,48,51,60080465033160,,33,24,3,3,False,False,False
99,49,50,10339363841516428489176861313351955911533829784,,1,1,4,3,False,False,False
99,50,49,795335680141992794220587507992679709786952568,,1,2,1,3,False,False,False
99,51,48,1029449846508720,,3,3,30,4,False,False,False
99,52,47,28514256976942556495387195565450468219915413762,,11,26,1,1,False,False,False
99,53,46,19087948570771183635728109217084518060961190696,,11,1,8,3,False,False,False
99,54,45,255762,,9,18,9,1,False,False,False
99,55,44,108251,,11,11,11,0,False,False,False
99,56,43,1096700127782210734146808916432506280873618480,,11,56,5,4,False,True,False
99,57,42,1042164989613660,,33,3,12,2,False,False,False
99,58,41,381363519238943656831310228756024780719032920,,11,2,1,3,False,False,False
99,59,40,198743002206309998636876151113364566995314160,,11,1,2,4,False,False,False
99,60,39,693929371133544,,3,12,3,3,False,False,False
99,61,38,6061085811172022477598374392767326372680,,1,1,40,3,False,False,False
99,62,37,7157980547755199598642604558615141743836801440,,1,2,23,5,False,False,False
99,63,36,767520,,9,9,18,5,False,False,False
99,64,35,2791825120907423662573170563233837106799200,,11,32,1,5,False,False,False
99,65,34,824792557184288824246737061810550733633916927,,1,13,1,0,False,False,False
99,66,33,264,,33,66,33,3,False,True,False
99,67,32,381887370214739880094749761573744388257993480,,11,67,2,3,False,True,False
99,68,31,57264168970223481226273458862846808078011946888,,1,4,1,3,False,False,False
99,69,30,92650486398360,,33,69,24,3,False,True,False
99,70,29,1091155571300282819026402548718151482436320,,1,70,13,5,False,True,False
99,71,28,66267871535454708967576908082196482158718480,,1,1,10,4,False,False,False
99,72,27,255762,,9,18,9,1,False,False,False
99,73,26,42947884283778966523282221879189996265338663458,,11,1,2,1,False,False,False
99,74,25,11917542690701402789899998439555864684303520,,11,2,1,5,False,False,False
99,75,24,77068007598036,,3,3,6,2,False,False,False
99,76,23,28631922856156776025869583294433043358869958178,,1,2,1,1,False,False,False
99,77,22,96184,,11,11,88,3,False,False,False
99,78,21,1429484765280,,33,78,3,5,False,True,False
99,79,20,1342098654924059772828268165642250308828621156,,11,1,2,2,False,False,False
99,80,19,18149994256050951630015680,,11,80,1,6,False,True,False
99,81,18,797157,,9,9,9,0,False,False,False
99,82,17,90895506301942033692497553750550489012717376,,1,82,1,6,False,True,False
99,83,16,6607404111948831126678924827231017172522117336,,11,1,182,3,False,False,True
99,84,15,25736246162718,,3,42,3,1,False,False,False
99,85,14,420235282907908525078036914553172328963568,,1,1,8,4,False,False,False
99,86,13,1101178070173727702715495592138373919089749688,,11,2,1,3,False,False,False
99,87,12,423644304720,,3,3,6,4,False,False,False
99,88,11,880,,11,88,11,4,False,True,False
99,89,10,10296814939717840645019403139307425662840461092,,11,1,4,2,False,False,False
99,90,9,236088,,9,18,27,3,False,False,False
99,91,8,22173430687936113871773512825465421906668552,,11,1,2,3,False,False,False
99,92,7,44185315563443829550836431457807772847635840,,11,4,1,7,False,False,False
99,93,6,7412080755407352,,3,3,24,3,False,False,False
99,94,5,14606715888741548711395370539240657954352240,,11,2,1,4,False,False,False
99,95,4,10737031681916902729043124405290251516888381300,,11,5,2,2,False,False,False
99,96,3,2768091887049918,,33,6,39,1,False,False,False
99,97,2,443449017787143982553498965652586921698,,1,1,2,1,False,False,False
99,98,1,1472619367455064062239274657002171041428320,,1,2,1,5,False,False,False
100,1,99,1610554415098643404584660911429604708702293680,,20,1,1,4,False,True,False
100,2,98,23634501652406669589136,,4,2,2,4,False,True,False
100,3,97,125346940636678653943775864245105562282720,,20,1,1,5,False,False,False
100,4,96,16270558304,,4,4,104,5,False,True,True
100,5,95,71744530,,10,5,5,1,False,True,False
100,6,94,691309173332895085482436,,4,2,2,2,False,False,False
100,7,93,124072366102149068155727776861677799047360840080,,20,1,1,4,False,False,False
100,8,92,1129718145912,,4,8,12,3,False,True,False
100,9,91,16398743410973152619870480,,20,1,1,4,False,False,False
100,10,90,16400,8200,100,10,10,4,True,True,False
100,11,89,8038050373821371676045462313374201338486368360,,20,1,1,3,False,False,False
100,12,88,1694577218884,,4,4,4,2,False,False,False
100,13,87,4020862875610690724110404316103176777633136800,,100,13,1,5,True,True,False
100,14,86,82064224691038732444,,4,2,2,2,False,False,False
100,15,85,322405720,,20,5,115,3,False,False,True
100,16,84,41841412808,,4,8,4,3,False,False,False
100,17,83,257687305705410984232826249649897390229830332186,,2,1,1,1,False,False,False
100,18,82,5697603076919464990240,,20,2,2,5,False,False,False
100,19,81,166513033131225509369986084669143490640,,20,19,7,4,False,True,False
100,20,80,2420,,20,20,20,2,False,True,False
100,21,79,9906574340650942246595967692054798145239072480,,20,7,1,5,False,False,False
100,22,78,22338458469279847563680,,20,22,2,5,False,True,False
100,23,77,3221103443489259646955364080897994428883071440,1610551721744629823477682040448997214441535720,20,23,41,4,False,True,False
100,24,76,258157856,,4,8,4,5,False,False,False
100,25,75,2000,1000,100,25,125,4,True,True,True
100,26,74,19921689028716531056,,4,26,14,4,False,True,False
100,27,73,8764029533234756049531472503766645968410648,,4,1,1,3,False,False,False
100,28,72,214934720,,20,28,64,6,False,True,False
100,29,71,62036183051001316779153850535576131732479995618,,2,1,1,1,False,False,False
100,30,70,2420,,20,10,10,2,False,False,False
100,31,69,128844299368525350461934577640577473201763486008,,4,1,1,3,False,False,False
100,32,68,2711392320,,20,32,12,6,False,True,False
100,33,67,19005439944713422497731840683728880,,20,11,1,4,False,False,False
100,34,66,2492696134454532304480,,20,2,134,5,False,False,True
100,35,65,8712969730,,10,5,5,1,False,False,False
100,36,64,843754192424,,4,4,8,3,False,False,False
100,37,63,9910938321522585921238876827115010514750625736,,4,1,1,3,False,False,False
100,38,62,450283623459866560,,20,2,2,6,False,False,False
100,39,61,8539129903621188839329808911571655640,,20,13,1,3,False,False,False
100,40,60,1600,,100,40,20,6,True,True,False
100,41,59,128173931919625143987638737495239737829999200,,100,41,1,5,True,True,False
100,42,58,226943088569062670896,,4,14,2,4,False,False,False
100,43,57,15342119855865354130755748482665322451520,,20,1,13,6,False,False,False
100,44,56,846901186768,,4,4,16,4,False,False,False
100,45,55,322405720,,20,5,5,3,False,False,False
100,46,54,6908721863992486720,,20,2,2,6,False,False,False
100,47,53,136374402238864170229185516744446800246328,,4,47,7,3,False,True,False
100,48,52,86093440,,20,16,4,7,False,False,False
100,49,51,128138142464285068695320236862024326321595149208,,4,7,1,3,False,False,False
100,50,50,400,200,100,50,50,4,True,True,False
100,51,49,128138142464285068695320236862024326321595149208,,4,1,1,3,False,False,False
100,52,48,464691136,,4,52,8,6,False,True,False
100,53,47,136374402238864170229185516744446800246328,,4,1,1,3,False,False,False
100,54,46,6908721863992486720,,20,2,14,6,False,False,False
100,55,45,322405720,,20,5,5,3,False,False,False
100,56,44,62752513920,,20,8,12,7,False,False,False
100,57,43,15342119855865354130755748482665322451520,,20,19,1,6,False,False,False
100,58,42,226943088569062670896,,4,2,2,4,False,False,False
100,59,41,128173931919625143987638737495239737829999200,,100,1,1,5,True,False,False
100,60,40,2080,,20,20,160,5,False,False,True
100,61,39,8539129903621188839329808911571655640,,20,1,7,3,False,False,False
100,62,38,450283623459866560,,20,2,2,6,False,False,False
100,63,37,9910938321522585921238876827115010514750625736,,4,1,1,3,False,False,False
100,64,36,41841412808,,4,8,4,3,False,False,False
100,65,35,8712969730,,10,5,5,1,False,False,False
100,66,34,2492696134454532304480,,20,2,2,5,False,False,False
100,67,33,19005439944713422497731840683728880,,20,67,1,4,False,True,False
100,68,32,815907549808,,4,4,8,4,False,False,False
100,69,31,128844299368525350461934577640577473201763486008,,4,1,1,3,False,False,False
100,70,30,2420,,20,10,10,2,False,False,False
100,71,29,62036183051001316779153850535576131732479995618,,2,1,1,1,False,False,False
100,72,28,564600788264,,4,8,4,3,False,False,False
100,73,27,8764029533234756049531472503766645968410648,,4,1,1,3,False,False,False
100,74,26,19921689028716531056,,4,74,2,4,False,True,False
100,75,25,2000,1000,100,25,25,4,True,False,False
100,76,24,1694577218884,,4,4,44,2,False,False,False
100,77,23,3221103443489259646955364080897994428883071440,1610551721744629823477682040448997214441535720,20,7,1,4,False,False,False
100,78,22,22338458469279847563680,,20,2,2,5,False,False,False
100,79,21,9906574340650942246595967692054798145239072480,,20,1,1,5,False,False,False
100,80,20,1560,,20,40,60,3,False,False,False
100,81,19,166513033131225509369986084669143490640,,20,1,1,4,False,False,False
100,82,18,5697603076919464990240,,20,82,26,5,False,True,False
100,83,17,257687305705410984232826249649897390229830332186,,2,1,1,1,False,False,False
100,84,16,843754192424,,4,4,184,3,False,False,True
100,85,15,322405720,,20,5,5,3,False,False,False
100,86,14,82064224691038732444,,4,2,2,2,False,False,False
100,87,13,4020862875610690724110404316103176777633136800,,100,1,187,5,True,False,True
100,88,12,30094434656,,4,88,4,5,False,True,False
100,89,11,8038050373821371676045462313374201338486368360,,20,1,7,3,False,False,False
100,90,10,16400,8200,100,10,10,4,True,False,False
100,91,9,16398743410973152619870480,,20,91,1,4,False,True,False
100,92,8,2238429440,,20,4,64,8,False,False,False
100,93,7,124072366102149068155727776861677799047360840080,,20,1,1,4,False,False,False
100,94,6,691309173332895085482436,,4,2,2,2,False,False,False
100,95,5,71744530,,10,5,65,1,False,False,False
100,96,4,562534549544,,4,8,4,3,False,False,False
100,97,3,125346940636678653943775864245105562282720,,20,1,1,5,False,False,False
100,98,2,23634501652406669589136,,4,2,22,4,False,False,False
100,99,1,1610554415098643404584660911429604708702293680,,20,11,1,4,False,False,False
101,1,100,3268138416442689267687110696092444306160,,1,1,34,4,False,True,False
101,2,99,103075504146402266207292225953124254540421504400,,101,2,1,4,True,True,False
101,3,98,157103333276776644825606390476269224952544744,,1,1,104,3,False,False,True
101,4,97,32210913213176373005258344413929805480575499432,,1,4,3,3,False,True,False
101,5,96,22810004009361435651785605793988800,,1,5,2,6,False,True,False
101,6,95,169343150977136468560039944044446068373737704,,1,2,1,3,False,False,False
101,7,94,19637807171575292198813157266414981727575773,,1,1,1,0,False,False,False
101,8,93,9544028161703913537711161865357203741201621144,,1,8,1,3,False,True,False
101,9,92,381761126468156541508489725752312053853412979240,,1,1,10,3,False,False,False
101,10,91,19640911156990417807826850821416041457560480,,1,10,3,5,False,True,False
101,11,90,171792505580388475794221447884919845802502282248,,1,1,8,3,False,False,False
101,12,89,62026727757210009640001531420814608963227876240,,1,4,1,4,False,False,False
101,13,88,19300145838111514831259001376049198554701079696,,1,13,2,4,False,True,False
101,14,87,7392446850313336577598229617550659860960,,1,2,115,5,False,False,True
101,15,86,1918379868942128146276800182801409440,,1,5,4,5,False,False,False
101,16,85,53876318321528304027262788976475325660960,,1,16,3,5,False,True,False
101,17,84,45763363932311415257034119888095631916356534480,,1,1,2,4,False,False,False
101,18,83,90869586056057121451344074697567015168398,,1,2,1,1,False,False,False
101,19,82,10228081989546674466907712974117930287520,,1,1,40,5,False,False,False
101,20,81,9910602631247782673386367855913164017974839096,,1,4,1,3,False,False,False
101,21,80,95734788116149701603919599629750125006429520,,1,1,2,4,False,False,False
101,22,79,1899674975242442265400598476725600,,1,22,123,5,False,True,True
101,23,78,773027005261960601848775183359774263780131086640,,1,1,4,4,False,False,False
101,24,77,515377520732011331036461129765621272702107522000,,101,8,125,4,True,False,True
101,25,76,1847610367679324029139527667343438320,,1,5,14,4,False,False,False
101,26,75,32210549547685558434004885430243510427293738858,,1,2,1,1,False,False,False
101,27,74,1073703068420732156611563138406652259731731520,,1,1,64,6,False,False,False
101,28,73,32210913213176373028805265486413551369818109032,,1,28,129,3,False,True,True
101,29,72,773066281098015744976939198027630942430470098104,,1,1,2,3,False,False,False
101,30,71,3459497102747939030881966346527187144,,1,2,1,3,False,False,False
101,31,70,773066281098016996554691694648431909053161283001,,1,1,1,0,False,False,False
101,32,69,63626854411359423583003795150564176746482594120,,1,8,1,3,False,False,False
101,33,68,773065796211152102792890256237460827012752705760,,1,1,134,5,False,False,True
101,34,67,7844985711241216889654165867153435394047940,,1,2,15,2,False,False,False
101,35,66,29876957723594859770229630711050508562441015768,,1,1,8,3,False,False,False
101,36,65,1812730894737229507339450442569472921892256,,1,4,1,5,False,False,False
101,37,64,13091871447716861465875438177609987818324800,,1,1,46,6,False,False,False
101,38,63,1723227306901100423566461364751631533270861912,,1,2,1,3,False,False,False
101,39,62,772712798573509444201443093050513101595889603224,,1,1,4,3,False,False,False
101,40,61,11465942523940585570097087313709472959201440,,1,40,3,5,False,True,False
101,41,60,1207888789444924131251145255493563948584259440,,1,1,2,4,False,False,False
101,42,59,2928281367795462036365402106499719015954992122,,1,14,143,1,False,False,True
101,43,58,9037905456158570059972832017783736754471760,,1,1,16,4,False,False,False
101,44,57,127195522398931595753323965934240839768870673040,,1,4,5,4,False,False,False
101,45,56,93040033278699401240463684188739661574292580240,,1,5,2,4,False,False,False
101,46,55,7118785692460281578374878370039291602225147144,,1,2,21,3,False,False,False
101,47,54,29578096697170911525808610552630933895246626,,1,1,2,1,False,False,False
101,48,53,502317271668627024953973985837286776697114480,,1,16,1,4,False,False,False
101,49,52,613674417268746428503892811298342900413880,,1,1,10,3,False,False,False
101,50,51,515377520732011331036461129765621272702107522000,,101,50,151,4,True,True,True
101,51,50,165429821469534498013835202357837195715605842312,,1,1,8,3,False,False,False
101,52,49,1610554602631098234917344707609978389597597280,,1,52,51,5,False,True,False
101,53,48,4618999522753739707667360551750601840,,1,1,22,4,False,False,False
101,54,47,104735562817052549110696769753720728080497384,,1,2,1,3,False,False,False
101,55,46,18413342655009205933260477829983177377600,,1,55,52,6,False,True,False
101,56,45,12122171622344044955196748785534652745360,,1,56,1,4,False,True,False
101,57,44,1590644422124824821541639489276178709654703208,,1,1,2,3,False,False,False
101,58,43,265111893380664264936181617404632829378757840,,1,2,3,4,False,False,False
101,59,42,825925511835430549810061410277859167109579608,,1,1,8,3,False,False,False
101,60,41,324255549223045673748367868502046227512,,1,4,1,3,False,False,False
101,61,40,1262697698275824211234671538086030933640,,1,61,2,3,False,True,False
101,62,39,114528337940311792055277282679222573574198039048,,1,2,1,3,False,False,False
101,63,38,193266568771755801828327494974891281675146927192,,1,1,4,3,False,False,False
101,64,37,2882272173579745504663622599024474303200,,1,32,165,5,False,False,True
101,65,36,6762368465062698245949830487483341390200,,1,5,2,3,False,False,False
101,66,35,36650939938223991930607699240495301488981040,,1,22,1,4,False,False,False
101,67,34,85896253455335221837055123927410591510971725288,,1,1,8,3,False,False,False
101,68,33,1185705239207324969044218309198560,,1,4,13,5,False,False,False
101,69,32,169934567561281869376777540563012711868400,,1,1,10,4,False,False,False
101,70,31,486659658446552382481640290078528078259256,,1,2,3,3,False,False,False
101,71,30,2044213747563499066903024245627167403083273432,,1,1,4,3,False,False,False
101,72,29,3439397761042123205523547929610658273360,,1,8,1,4,False,False,False
101,73,28,91905456371963611844636415458889938890636457840,,1,1,2,4,False,False,False
101,74,27,40912329213243034958328456733337118575600,,1,2,175,4,False,False,True
101,75,26,46085334202511447736711581860232188322054560,,1,5,16,5,False,False,False
101,76,25,3220612496462359896971069710515293926694725920,,1,4,3,5,False,False,False
101,77,24,92671335175063258599039410400669225536601540160,,1,11,2,6,False,False,False
101,78,23,114057027907770225981548782261801872879661655048,,1,26,1,3,False,False,False
101,79,22,193256751315490150461604252070999906758013543053,,1,1,1,0,False,False,False
101,80,21,88370631126888088311342750566174888716508240,,1,80,1,4,False,True,False
101,81,20,773053189152664864986052857552212693962151191304,,1,1,2,3,False,False,False
101,82,19,1782884355740099560629919786740,,1,2,3,2,False,False,False
101,83,18,206446411228609743045398848411688861091744680,,1,1,8,3,False,False,False
101,84,17,23576281826714949276820835145623733852814192,,1,4,1,4,False,False,False
101,85,16,27178530427122135844727343148342059779673146,,1,1,2,1,False,False,False
101,86,15,110286547646356334213563698550667926668763749512,,1,2,11,3,False,False,False
101,87,14,3091211815158878504682504466631787995288,,1,1,4,3,False,False,False
101,88,13,402631869350346283835858305158798480113863956,,1,44,21,2,False,False,False
101,89,12,423911582747659195142602570120,,1,1,10,3,False,False,False
101,90,11,13637443039935830250812293679078686102160,,1,10,1,4,False,False,False
101,91,10,42948126727667610061284139073994477007771937920,,1,1,64,7,False,False,False
101,92,9,377132099316946626589004391947612817194366,,1,46,1,1,False,False,False
101,93,8,386530958558116476349239374474846085344745586852,,1,31,2,2,False,False,False
101,94,7,28632084485111740606071536379475204057095103512,,1,2,39,3,False,False,False
101,95,6,381363519238943656831310228756024780719032920,,1,5,4,3,False,False,False
101,96,5,38373443720789449180570988957974752266,,1,2,1,1,False,False,False
101,97,4,1445144932964585374034760944626641917105680,,1,1,2,4,False,False,False
101,98,3,21283524607595741054566202200,,1,14,1,3,False,False,False
101,99,2,158402805615517804195572477891040,,1,1,40,5,False,False,False
101,100,1,297653779493309688476347320,,1,20,201,3,False,False,True
102,1,101,6607403651467510042953868768684630673729784080,,2,1,1,4,False,True,False
102,2,100,2153693963075557766310746,,2,2,26,1,False,True,False
102,3,99,51472685769960,,6,3,105,3,False,True,True
102,4,98,317752744437911891141968,,2,4,2,4,False,True,False
102,5,97,27120689962384905353589660688897860991389512,,2,1,1,3,False,False,False
102,6,96,387420486,,6,6,6,1,False,True,False
102,7,95,2433067150853430836478735970475445224,,2,1,1,3,False,False,False
102,8,94,4266690166042694927680,,2,8,110,6,False,True,True
102,9,93,24912826983452166,,6,3,3,1,False,False,False
102,10,92,415644336023178448,,2,2,16,4,False,False,False
102,11,91,1030755033482345873698242400462749194259258693224,,2,1,1,3,False,False,False
102,12,90,258280320,,102,12,6,7,True,True,False
102,13,89,1159599421610071410111817530225841616424759069944,,2,1,23,3,False,False,False
102,14,88,25604043456773892054880,,2,2,4,5,False,False,False
102,15,87,11113037401441272,,6,3,3,3,False,False,False
102,16,86,27610006304322217790560,,2,16,118,5,False,True,True
102,17,85,12376,6188,34,17,119,3,False,True,True
102,18,84,386886864,,6,6,24,4,False,False,False
102,19,83,23823564015145044025905031882830973915015760,,34,1,1,4,False,False,False
102,20,82,39664608702126175623856,,2,4,2,4,False,False,False
102,21,81,115637266661280,,6,21,123,5,False,True,True
102,22,80,23665764220729958834416,,2,2,4,4,False,False,False
102,23,79,156456828405720474597460606669138371577038824,,2,1,1,3,False,False,False
102,24,78,258280308,,6,12,18,2,False,False,False
102,25,77,4638397686588101979328150167890591454318967698008,2319198843294050989664075083945295727159483849004,2,1,1,3,False,False,False
102,26,76,119157279164216959178480,,2,2,16,4,False,False,False
102,27,75,1321770230729520,,6,3,3,4,False,False,False
102,28,74,358948960182726806738560,,34,4,130,7,False,False,True
102,29,73,279162821568135340793273983458661240111742660906,,2,1,1,1,False,False,False
102,30,72,373071504,,6,6,12,4,False,False,False
102,31,71,16104456541286419922772341671936850939385007304,,2,1,1,3,False,False,False
102,32,70,691309173332895085482436,,2,4,2,2,False,False,False
102,33,69,12500261538205920,,6,3,15,5,False,False,False
102,34,68,442,,34,34,34,1,False,True,False
102,35,67,2247913251933152180424448495070567711120,,2,35,1,4,False,True,False
102,36,66,57156528,,6,12,6,4,False,False,False
102,37,65,329149269280257607633178304863691946457363600,,2,1,1,4,False,False,False
102,38,64,26588764327412403756640,,2,2,140,5,False,False,True
102,39,63,555906056655552,,102,3,3,6,True,False,False
102,40,62,504484733393280640,,34,40,2,7,False,True,False
102,41,61,4638397686588101979328150167890591454318967698008,2319198843294050989664075083945295727159483849004,2,1,13,3,False,False,False
102,42,60,354288,,6,6,48,4,False,False,False
102,43,59,90045492075155859861011276742868102075840,,34,1,5,6,False,False,False
102,44,58,255310956847034264176,,2,44,2,4,False,True,False
102,45,57,6253942975949760,,102,15,21,6,True,False,False
102,46,56,159532886153745019726720,,34,2,4,7,False,False,False
102,47,55,1494512434807402831162971881457198521528,,2,1,1,3,False,False,False
102,48,54,1338240,,102,48,30,7,True,True,False
102,49,53,984926421435004817822800006551784473760,,34,1,1,5,False,False,False
102,50,52,134578518987263330464160,,2,10,8,5,False,False,False
102,51,51,408,204,102,51,51,3,True,True,False
102,52,50,4559046349485182896,,2,4,22,4,False,False,False
102,53,49,984926421435004817822800006551784473760,,34,1,5,5,False,False,False
102,54,48,387341760,,6,6,156,6,False,False,True
102,55,47,1494512434807402831162971881457198521528,,2,11,1,3,False,False,False
102,56,46,177258762393050021918560,,2,8,2,5,False,False,False
102,57,45,6253942975949760,,102,57,3,6,True,True,False
102,58,44,478379520430955224817488,,2,2,16,4,False,False,False
102,59,43,90045492075155859861011276742868102075840,,34,1,1,6,False,False,False
102,60,42,61894404,,6,12,18,2,False,False,False
102,61,41,4638397686588101979328150167890591454318967698008,2319198843294050989664075083945295727159483849004,2,1,1,3,False,False,False
102,62,40,3126759676589120,,34,2,164,6,False,False,True
102,63,39,555906056655552,,102,3,3,6,True,False,False
102,64,38,177258762240514826989520,,2,16,2,4,False,False,False
102,65,37,329149269280257607633178304863691946457363600,,2,5,1,4,False,False,False
102,66,36,186535752,,6,6,24,3,False,False,False
102,67,35,2247913251933152180424448495070567711120,,2,1,13,4,False,False,False
102,68,34,272,,34,68,34,4,False,True,False
102,69,33,12500261538205920,,6,3,3,5,False,False,False
102,70,32,215270919217337415507568,,2,2,4,4,False,False,False
102,71,31,16104456541286419922772341671936850939385007304,,2,1,1,3,False,False,False
102,72,30,258280320,,102,24,6,7,True,False,False
102,73,29,279162821568135340793273983458661240111742660906,,2,1,1,1,False,False,False
102,74,28,218837978263024718416,,2,2,16,4,False,False,False
102,75,27,1321770230729520,,6,15,3,4,False,False,False
102,76,26,358784862583828525285648,,2,4,2,4,False,False,False
102,77,25,4638397686588101979328150167890591454318967698008,2319198843294050989664075083945295727159483849004,2,7,1,3,False,False,False
102,78,24,23871120,,6,78,60,4,False,True,False
102,79,23,156456828405720474597460606669138371577038824,,2,1,1,3,False,False,False
102,80,22,1477147910468656448308,,2,4,26,2,False,False,False
102,81,21,115637266661280,,6,3,3,5,False,False,False
102,82,20,31906577230749003945344,,34,82,8,7,False,True,False
102,83,19,23823564015145044025905031882830973915015760,,34,1,5,4,False,False,False
102,84,18,55269552,,6,12,6,4,False,False,False
102,85,17,12376,6188,34,17,17,3,False,False,False
102,86,16,4983029359649321300320,,2,2,4,5,False,False,False
102,87,15,11113037401441272,,6,3,3,3,False,False,False
102,88,14,155653695863554616,,2,8,2,3,False,False,False
102,89,13,1159599421610071410111817530225841616424759069944,,2,1,1,3,False,False,False
102,90,12,5285280,,6,30,96,5,False,False,False
102,91,11,1030755033482345873698242400462749194259258693224,,2,1,1,3,False,False,False
102,92,10,2133658243433262316160,,34,92,2,7,False,True,False
102,93,9,24912826983452166,,6,3,3,1,False,False,False
102,94,8,2153693963006896007886256,,2,2,4,4,False,False,False
102,95,7,2433067150853430836478735970475445224,,2,1,1,3,False,False,False
102,96,6,61894404,,6,12,198,2,False,False,True
102,97,5,27120689962384905353589660688897860991389512,,2,1,1,3,False,False,False
102,98,4,1527578853861351273268,,2,2,4,2,False,False,False
102,99,3,51472685769960,,6,3,3,3,False,False,False
102,100,2,382940520003082817776,,2,4,2,4,False,False,False
102,101,1,6607403651467510042953868768684630673729784080,,2,1,203,4,False,False,True
103,1,102,9663328510953374497923313158153770581695090800,,1,1,8,4,False,True,False
103,2,101,23824191648697468149503702558530888675159080,,1,2,105,3,False,True,True
103,3,100,4940721645115945549278048352002430823816782640,,1,1,2,4,False,False,False
103,4,99,233570796881203075486521796142182736890232,,1,4,1,3,False,True,False
103,5,98,3464462665594969899130219578626398246423264939538,,1,1,2,1,False,False,False
103,6,97,4638397686588101979328150167890591454318967698008,,103,2,1,3,True,False,False
103,7,96,1653541791186110744793211557145130916995318749520,,1,1,10,4,False,False,False
103,8,95,10625952883785725526312747031943576736,,1,8,3,5,False,True,False
103,9,94,1485983354957797106308837370653796733466942768,,1,1,112,4,False,False,True
103,10,93,17698403871290824266377616435137685771890120,,1,10,1,3,False,True,False
103,11,92,181831547884956409098708738202215198226400,,1,11,2,5,False,True,False
103,12,91,417194939229396426729982743539576,,1,4,23,3,False,False,False
103,13,90,1363374456884285206013062548320,,1,13,4,5,False,True,False
103,14,89,4382013850446947771636764501098339199443912,,1,2,3,3,False,False,False
103,15,88,16039239368814831986897080402825404357808822390,,1,5,2,1,False,False,False
103,16,87,126127544688434170613227863211211533812491560,,1,8,1,3,False,False,False
103,17,86,22528399544939174411840147874772640,,1,1,40,5,False,False,False
103,18,85,617693873343603902876679457359564467253800,,1,2,11,3,False,False,False
103,19,84,6871700276426817747152815063541616969361433626640,,1,1,2,4,False,False,False
103,20,83,17447381005174808294540598643658228062477153476,,1,4,3,2,False,False,False
103,21,82,86969792974210010467794830184245849579843015239,,1,7,1,0,False,False,False
103,22,81,558325647459678930796693807961928201101035192960,,1,22,5,7,False,True,False
103,23,80,12588408699998244895868362799542848745280,,1,1,14,6,False,False,False
103,24,79,4638397686588101979328150167890591454318967698008,,103,8,1,3,True,False,False
103,25,78,2648443451637378593188179487796343348800,,1,25,64,6,False,True,False
103,26,77,545470008849966836757590576865381761880600,,1,26,3,3,False,True,False
103,27,76,8520583608635868387086767739438694495318520,,1,1,130,3,False,False,True
103,28,75,9544028161702661959959746523007139747543539064,,1,4,1,3,False,False,False
103,29,74,176052539682520191246210131023686494171995360,,1,1,4,5,False,False,False
103,30,73,3303702055658600777126148431582864546593581388,,1,2,7,2,False,False,False
103,31,72,13324254647828383613512539187928768400305967272,,103,1,2,3,True,False,False
103,32,71,289855670096192929663853310293422114962776520060,,1,4,15,2,False,False,False
103,33,70,114057027907770225981548782261801872879661655048,,1,11,8,3,False,False,False
103,34,69,1030755041464022662072917473544657933053623242344,,1,2,1,3,False,False,False
103,35,68,5226549935131907848473649591306064476568800,,103,35,2,5,True,True,False
103,36,67,7247496385293557336449985388178121779620053360,,1,4,1,4,False,False,False
